,est_diameter_min,relative_velocity,absolute_magnitude,hazardous
4456,0.1010543415,30692.9901201584,22.1,0
4457,0.0269497646,46218.544068713,24.97,0
4458,0.2783267681,58587.8564585182,19.9,0
4459,0.2315021222,18863.0645569904,20.3,0
4460,0.0350392641,32709.6294472743,24.4,0
4461,0.1108038821,13142.4313976436,21.9,0
4462,0.2272767323,20260.5467426456,20.34,0
4463,0.0291443905,84823.779875522,24.8,0
4464,0.0121494041,53508.6081155592,26.7,0
4465,0.0608912622,30538.9889402579,23.2,0
4466,0.0291443905,65978.2409660626,24.8,0
4467,0.0766575574,50100.2433910987,22.7,0
4468,0.1369477737,23786.3268290557,21.44,0
4469,0.0053034072,46375.1693979077,28.5,0
4470,0.0343997255,100236.2453367991,24.44,0
4471,0.0880146521,53691.9037440721,22.4,0
4472,0.02658,69081.767578454,25.0,0
4473,0.0555334912,30507.5846538919,23.4,0
4474,0.04411182,40096.1914840976,23.9,0
4475,0.0167708462,11645.2748125059,26.0,0
4476,0.0921626549,64310.4805134683,22.3,0
4477,0.0350392641,68439.7598783724,24.4,0
4478,0.3455850738,63954.1448486111,19.43,0
4479,0.1420872067,94318.7076294696,21.36,1
4480,0.0702352248,21275.9688129517,22.89,0
4481,0.0560473362,15949.8293179559,23.38,0
4482,0.9650614696,73525.4814699648,17.2,1
4483,1.4013769717,62135.3902100162,16.39,0
4484,0.2016299194,37026.1492693157,20.6,1
4485,0.5254785303,51761.2226637834,18.52,0
4486,0.7701139256,66517.3253866183,17.69,0
4487,0.0384197891,75799.992123639,24.2,0
4488,0.0921626549,88576.2129756175,22.3,0
4489,0.0278326768,25493.9291166544,24.9,0
4490,0.0766575574,86248.0702974744,22.7,0
4491,0.3841978911,57378.1479765167,19.2,0
4492,0.2561857545,33749.9279538706,20.08,1
4493,0.5788352575,87468.5310027685,18.31,0
4494,0.3669061375,67618.8540144526,19.3,0
4495,0.1529519353,14851.1093123221,21.2,0
4496,0.2538370294,76850.5818422588,20.1,0
4497,0.1394938229,55673.6553952211,21.4,1
4498,0.1756123185,41971.2873587482,20.9,0
4499,0.0732073989,33286.0457365738,22.8,0
4500,0.0110803882,47715.5706278353,26.9,0
4501,0.2390864572,76850.5819216615,20.23,0
4502,0.6959130436,106955.5054660859,17.91,0
4503,0.1010543415,40353.2911437365,22.1,0
4504,0.2315021222,57288.9193400131,20.3,0
4505,0.0421264611,35079.4169079902,24.0,0
4506,0.0055533491,46962.4971656614,28.4,0
4507,1.1818299089,47603.0768536796,16.76,1
4508,0.777239702,23336.2102481562,17.67,0
4509,0.4619074603,70290.2624745416,18.8,0
4510,0.0036690614,22622.2807424562,29.3,0
4511,0.0116025908,33696.5591921983,26.8,0
4512,0.3503926411,83624.9462672702,19.4,0
4513,0.0046190746,16149.4048027144,28.8,0
4514,0.0278326768,26606.2625744792,24.9,0
4515,0.0131387781,12154.2594794785,26.53,0
4516,0.01034082,36173.1660303503,27.05,0
4517,0.040230458,73037.6094603679,24.1,0
4518,0.0880146521,16389.8602833704,22.4,0
4519,0.1214940408,59853.2014051945,21.7,0
4520,0.0058150704,42588.7068314066,28.3,0
4521,0.0291443905,17866.3041921543,24.8,0
4522,0.0030238133,25337.8872914076,29.72,0
4523,0.2170475943,75945.50664818,20.44,1
4524,0.2111324448,14440.4706461871,20.5,0
4525,0.160160338,80015.098017488,21.1,0
4526,0.3195618867,118448.5548409884,19.6,0
4527,0.0334622374,52794.7317725674,24.5,0
4528,0.1332155667,59317.4032506259,21.5,0
4529,0.5064714588,62895.0429805356,18.6,0
4530,0.0033462237,14969.4395796248,29.5,0
4531,0.0096506147,42093.1745611312,27.2,0
4532,0.1038855101,49121.7003870653,22.04,0
4533,0.0031663213,31592.2551947262,29.62,0
4534,0.3108529381,17536.7348243069,19.66,0
4535,0.058150704,57043.1428789644,23.3,0
4536,0.04411182,36603.5343528272,23.9,0
4537,0.1805323255,35954.0005269078,20.84,0
4538,0.0096506147,31364.6179720782,27.2,0
4539,0.0231502122,69807.2854090284,25.3,0
4540,0.096506147,82972.6268590562,22.2,0
4541,0.2063264836,37404.1432304993,20.55,0
4542,0.0105816886,26655.3668166164,27.0,0
4543,0.1108038821,50494.9852240758,21.9,0
4544,0.160160338,52747.9892978296,21.1,0
4545,0.6991252322,44344.9633885816,17.9,0
4546,0.6991252322,71318.3485196866,17.9,0
4547,0.2694976463,91709.7683055174,19.97,0
4548,0.0096506147,112741.7825960633,27.2,0
4549,0.0026457876,24041.7654226253,30.01,0
4550,0.1123453177,16960.6730698967,21.87,1
4551,0.0315177333,13163.2213788538,24.63,0
4552,0.152249185,75534.1748768412,21.21,1
4553,0.1732028271,45775.9052508665,20.93,0
4554,0.1272198785,52449.6524931896,21.6,1
4555,0.1063053145,12677.4736230864,21.99,1
4556,0.3618719966,70352.880861181,19.33,0
4557,0.0110803882,30767.1950384457,26.9,0
4558,0.058150704,44259.3837534503,23.3,0
4559,0.1822027706,28191.6375989583,20.82,1
4560,0.2315021222,80275.4538200903,20.3,0
4561,0.0088014652,28284.5544168531,27.4,0
4562,0.0127219879,35207.4080792163,26.6,0
4563,0.0319561887,80817.6807563551,24.6,0
4564,0.4232090797,101814.8341566686,18.99,0
4565,0.0092162655,45634.6293839122,27.3,0
4566,1.2318419127,78812.2335002008,16.67,1
4567,0.3009920165,67481.7310174345,19.73,0
4568,0.3552670883,34357.3496177247,19.37,0
4569,0.0880146521,58003.7873476975,22.4,0
4570,0.058150704,46239.7397115128,23.3,0
4571,0.0201629919,27845.4435228314,25.6,0
4572,0.100590039,107379.5028037258,22.11,0
4573,0.0093015425,53361.6832151053,27.28,0
4574,0.3552670883,34357.3496211804,19.37,0
4575,0.3503926411,67018.2066962356,19.4,0
4576,0.1058168859,27329.1805497851,22.0,0
4577,0.0127219879,51331.8901733446,26.6,0
4578,0.0133215567,46471.0066137371,26.5,0
4579,0.2111324448,61296.4751922508,20.5,0
4580,0.04411182,60156.492035251,23.9,0
4581,0.0110803882,41650.5709596013,26.9,0
4582,0.0183888672,38429.0766945634,25.8,0
4583,0.2783267681,70814.0618815306,19.9,0
4584,0.235806068,36798.6042743692,20.26,0
4585,0.1160259082,75137.2773861312,21.8,0
4586,0.6959130436,46796.0617974215,17.91,0
4587,0.0483676488,62150.8343516716,23.7,0
4588,0.0384197891,55953.6506148258,24.2,0
4589,0.0167708462,29659.7248652747,26.0,0
4590,0.0196134944,45910.8932952377,25.66,0
4591,0.0339277435,43358.4349906853,24.47,0
4592,0.0766575574,25264.4340904118,22.7,0
4593,0.2272767323,42834.6162791546,20.34,1
4594,0.4023045798,118482.6250664006,19.1,1
4595,0.096506147,39708.9684690836,22.2,0
4596,0.0058150704,42513.9088817988,28.3,0
4597,0.0242412481,30781.3154889802,25.2,0
4598,0.1272198785,41620.926102061,21.6,0
4599,0.02658,30796.2362374156,25.0,0
4600,0.0321036917,88192.150693222,24.59,0
4601,0.0291443905,64083.2817384842,24.8,0
4602,0.0555334912,36383.8921839994,23.4,0
4603,0.0096506147,28744.1816863559,27.2,0
4604,0.1160259082,73296.9105224126,21.8,0
4605,0.0101054342,17223.0176213852,27.1,0
4606,0.0197949759,20832.0871480696,25.64,0
4607,0.2347226375,30509.6075703678,20.27,1
4608,0.0175612318,39438.334707494,25.9,0
4609,0.0366906138,54159.5236119757,24.3,0
4610,0.04411182,54664.3262639563,23.9,0
4611,0.1838886721,47671.708097565,20.8,0
4612,0.02053785,39011.5817887763,25.56,0
4613,0.1192765246,41639.9936368057,21.74,0
4614,0.3536347843,124683.7576632854,19.38,0
4615,0.3841978911,44864.7897403145,19.2,0
4616,0.4154846434,20187.5331540235,19.03,0
4617,0.1272198785,30844.9444914582,21.6,1
4618,0.1108038821,76375.0743155075,21.9,1
4619,0.3841978911,127570.0164759572,19.2,0
4620,0.1677084622,3633.9988954356,21.0,0
4621,0.0058150704,48424.7376451886,28.3,0
4622,0.0279611466,47770.8635684318,24.89,0
4623,0.3931470096,33421.5169641558,19.15,1
4624,0.2111324448,41115.5107917786,20.5,1
4625,0.1108038821,61416.6915640039,21.9,1
4626,0.2016299194,108372.4851882424,20.6,1
4627,0.0608912622,49358.159124736,23.2,0
4628,0.0146067964,41614.7055040386,26.3,0
4629,0.0127219879,79216.0550590842,26.6,0
4630,0.0127219879,45810.5442635167,26.6,0
4631,0.058150704,22958.4942933481,23.3,0
4632,0.0291443905,69687.6179425348,24.8,0
4633,0.0201629919,56760.04681056,25.6,0
4634,0.0273246732,19583.8130286964,24.94,0
4635,0.7595475664,104998.5151532676,17.72,1
4636,0.3669061375,22673.6051683079,19.3,0
4637,0.4619074603,89620.8468350562,18.8,0
4638,0.02658,48817.480046575,25.0,0
4639,0.0253837029,34645.447745152,25.1,0
4640,0.160160338,43121.1353678244,21.1,1
4641,0.2982325052,60075.7187173906,19.75,0
4642,0.0278326768,55328.0016847392,24.9,0
4643,0.0133215567,46547.0865937926,26.5,0
4644,0.0732073989,41890.9063709772,22.8,0
4645,0.0096506147,32345.4216901897,27.2,0
4646,0.1108038821,61783.7061386588,21.9,0
4647,0.0080270317,10298.043223641,27.6,0
4648,0.049952241,85677.388055361,23.63,0
4649,0.0472666667,50069.5737720631,23.75,0
4650,0.283501249,47436.3313354937,19.86,0
4651,0.1756123185,83353.2940487581,20.9,0
4652,0.0291443905,18078.1198169698,24.8,0
4653,0.160160338,37044.8844638292,21.1,0
4654,0.0253837029,48768.3249932466,25.1,0
4655,0.0121494041,42202.9833991078,26.7,0
4656,0.0080270317,46905.3350350351,27.6,0
4657,0.0278326768,7971.2036338963,24.9,0
4658,0.0506471459,34948.2482051382,23.6,0
4659,0.0093876087,13683.7538992065,27.26,0
4660,0.1332155667,28433.7056377542,21.5,0
4661,0.2111324448,61927.9763594281,20.5,0
4662,0.1677084622,40665.7561874332,21.0,0
4663,0.0802703167,71054.6243525942,22.6,0
4664,0.0363542322,56570.2088909321,24.32,0
4665,0.0722029558,30506.3874512659,22.83,0
4666,0.4154846434,52736.3573921107,19.03,1
4667,0.3602093458,97351.8749348162,19.34,0
4668,0.2111324448,83996.0728380716,20.5,0
4669,0.1160259082,57167.8261936546,21.8,0
4670,0.1160259082,114001.9450071012,21.8,1
4671,0.0146067964,28828.193045895,26.3,0
4672,0.0291443905,64470.0625348324,24.8,0
4673,0.0699125232,34832.298025018,22.9,0
4674,0.3051792326,94176.2015834695,19.7,0
4675,0.1394938229,20721.373811049,21.4,0
4676,0.0152951935,49477.423396099,26.2,0
4677,0.4836764882,73194.1042325695,18.7,0
4678,0.0334622374,24178.3644215985,24.5,0
4679,0.1529519353,44129.1362720425,21.2,0
4680,0.0483676488,77822.1756824213,23.7,0
4681,0.2016299194,105685.9741802185,20.6,1
4682,0.2016299194,86321.5175861888,20.6,0
4683,0.0201629919,59049.3196947103,25.6,0
4684,0.096506147,43974.1591611901,22.2,0
4685,0.3503926411,73673.1692959129,19.4,1
4686,0.3754524794,48453.5770920007,19.25,0
4687,0.1788771952,38226.6179223826,20.86,1
4688,0.2914439045,92148.4329820931,19.8,0
4689,0.0211132445,36280.4390964047,25.5,0
4690,0.022108281,26562.3756426722,25.4,0
4691,0.0921626549,67683.4195811119,22.3,0
4692,0.1272198785,57904.6272696335,21.6,1
4693,0.010012787,29336.4608735431,27.12,0
4694,0.1788771952,38226.6178609932,20.86,1
4695,0.2424124811,57823.6224597559,20.2,1
4696,0.1838886721,54360.3848227312,20.8,0
4697,0.0429096504,44306.037365846,23.96,0
4698,0.0127219879,28189.5395917888,26.6,0
4699,0.0253837029,21324.1549142952,25.1,0
4700,0.04411182,37365.869122799,23.9,0
4701,0.0167708462,52391.1363226628,26.0,0
4702,0.0133215567,34222.3734414905,26.5,0
4703,0.004411182,20079.2202817122,28.9,0
4704,0.002658,9043.2411611307,30.0,0
4705,0.0073207399,21719.1296899953,27.8,0
4706,0.1001278698,63452.0533431596,22.12,0
4707,0.1677084622,68769.8455472507,21.0,1
4708,0.0350392641,22525.9343292495,24.4,0
4709,0.1420872067,42812.0656267874,21.36,0
4710,0.0770113926,17105.6891257285,22.69,0
4711,0.1756123185,70147.5563745076,20.9,0
4712,0.040230458,29121.4123639204,24.1,0
4713,0.0840533402,41561.9791013786,22.5,0
4714,0.0063760979,33107.9879250772,28.1,0
4715,0.1053307015,94846.7061404518,22.01,0
4716,0.1756123185,43529.5497572579,20.9,0
4717,0.2315021222,48580.7442125267,20.3,0
4718,0.0073207399,55520.4073501418,27.8,0
4719,0.0192555078,53206.6163333342,25.7,0
4720,0.0224158379,87495.8882393855,25.37,0
4721,0.0608912622,57529.7610910902,23.2,0
4722,0.0339277435,55244.8059774282,24.47,0
4723,0.2914439045,38357.5595420794,19.8,0
4724,0.096506147,85701.7963200179,22.2,0
4725,0.0334622374,47577.3247684685,24.5,0
4726,0.0105816886,61021.2101977321,27.0,0
4727,0.0160899605,25077.8815808629,26.09,0
4728,0.0253837029,29016.2713749296,25.1,0
4729,0.9650614696,37859.3377462271,17.2,0
4730,0.0421264611,27899.9879846877,24.0,0
4731,0.1788771952,24573.5329653614,20.86,0
4732,0.5815070396,49393.9482298153,18.3,0
4733,0.0421264611,40547.3408379018,24.0,0
4734,0.3051792326,47295.5358115832,19.7,0
4735,0.0278326768,43689.2930575772,24.9,0
4736,0.1237527837,20026.4868535922,21.66,0
4737,0.2016299194,88447.3542442886,20.6,0
4738,0.1260535197,20026.4868380476,21.62,0
4739,0.1198270801,6568.8069134295,21.73,0
4740,0.1838886721,19115.3050248956,20.8,0
4741,0.0127219879,53501.7437749213,26.6,0
4742,0.2241583786,63571.5810137747,20.37,0
4743,0.4640395282,16462.0622605969,18.79,0
4744,0.77366861,38081.5547275303,17.68,0
4745,0.6376097899,31980.7601698401,18.1,0
4746,0.0139493823,29039.8890010321,26.4,0
4747,0.1873074177,12435.8189805338,20.76,0
4748,0.0121494041,41215.4302067539,26.7,0
4749,0.2347226375,60406.867161293,20.27,1
4750,0.096506147,70626.6664968758,22.2,0
4751,0.1529519353,34944.7476325502,21.2,0
4752,0.0840533402,22062.5991816882,22.5,0
4753,0.0127219879,81278.0575495448,26.6,0
4754,0.4949427609,75500.1512637959,18.65,0
4755,0.0231502122,75500.1512637959,25.3,0
4756,0.04411182,22776.2733952796,23.9,0
4757,0.0189913123,51890.0373704783,25.73,0
4758,0.2347226375,60406.8670526008,20.27,1
4759,0.4154846434,88888.4955888851,19.03,0
4760,0.3361669212,21190.1578631077,19.49,0
4761,0.3841978911,46562.4979856788,19.2,0
4762,0.0096506147,31472.155297307,27.2,0
4763,0.0133215567,16435.0229990981,26.5,0
4764,0.0139493823,30773.6853836614,26.4,0
4765,0.0016770846,34550.0252046517,23.9,0
4766,0.04411182,43218.7720869265,23.9,0
4767,0.4814541966,66327.7194416689,18.71,0
4768,0.1943367684,82349.852409482,20.68,1
4769,0.1899131235,74483.3556004273,20.73,0
4770,0.1394938229,10114.8773422679,21.4,0
4771,0.040230458,65740.0936574016,24.1,0
4772,0.2783267681,96392.9557579874,19.9,0
4773,0.0167708462,82385.9761577101,26.0,0
4774,0.0880146521,60867.953210408,22.4,0
4775,0.040230458,13053.5072443223,24.1,0
4776,0.0113384836,74898.1021384584,26.85,0
4777,0.1243240006,29682.6659969278,21.65,1
4778,0.1108038821,40511.6560637147,21.9,0
4779,0.2658,103489.8535852996,20.0,0
4780,0.0506471459,22164.3833923569,23.6,0
4781,0.0623096019,48231.6732082537,23.15,0
4782,0.046190746,70013.6539274984,23.8,0
4783,0.0806408277,64065.802446324,22.59,0
4784,0.0699125232,40126.6675167304,22.9,0
4785,0.1847374636,44048.9954229203,20.79,1
4786,0.0062309602,22939.502916059,28.15,0
4787,0.3669061375,98439.214543524,19.3,0
4788,0.0088014652,14516.1388327428,27.4,0
4789,0.0319561887,25834.155293557,24.6,0
4790,0.0160160338,28529.9674749202,26.1,0
4791,0.0105816886,41928.0940546322,27.0,0
4792,0.0253837029,19292.3357082651,25.1,0
4793,0.0080270317,51875.7506531896,27.6,0
4794,0.1529519353,24210.5032173482,21.2,1
4795,0.0876102615,57947.2365438428,22.41,0
4796,0.0880146521,37865.4027137539,22.4,0
4797,0.0667659413,43351.8835707169,23.0,0
4798,0.063760979,41694.3297311598,23.1,0
4799,0.0279611466,43704.2373185635,24.89,0
4800,0.9173920592,85644.7658110789,17.31,1
4801,0.1209358264,90532.1815248301,21.71,1
4802,0.4212646106,75226.6877879556,19.0,1
4803,0.046190746,25269.6965346392,23.8,0
4804,0.0840533402,55943.3987205811,22.5,0
4805,0.0319561887,54792.8832702125,24.6,0
4806,0.0096506147,45078.7615504549,27.2,0
4807,0.004411182,26681.7811350876,28.9,0
4808,0.0183888672,25035.1615814309,25.8,0
4809,0.0178055329,45218.4564779935,25.87,0
4810,0.0614546821,43524.4929546625,23.18,0
4811,0.1160259082,98766.5434589146,21.8,0
4812,0.0053034072,14872.1226654817,28.5,0
4813,0.2210828104,56946.3580928776,20.4,0
4814,0.1010543415,47270.083497575,22.1,1
4815,0.0110803882,11415.2181924471,26.9,0
4816,0.0791689667,25727.2811030607,22.63,0
4817,0.0175612318,28295.791550868,25.9,0
4818,0.011131533,43262.032187259,26.89,0
4819,0.0437074004,90874.688512473,23.92,0
4820,0.0427124985,19760.266676845,23.97,0
4821,0.0396784754,40733.3904730999,24.13,0
4822,0.1925550782,44713.4537712157,20.7,1
4823,0.6584987829,74277.0197971006,18.03,0
4824,0.0683211199,59083.0330550713,22.95,0
4825,0.0183888672,14372.9245627962,25.8,0
4826,0.063760979,15116.3950321563,23.1,0
4827,0.0146067964,55310.5312388068,26.3,0
4828,0.1414343753,16583.1280989207,21.37,1
4829,0.1108038821,35554.0525577546,21.9,1
4830,0.0305179233,22730.4555005623,24.7,0
4831,0.2016299194,76681.8776202008,20.6,1
4832,0.2968622513,86381.7875226068,19.76,1
4833,0.0127219879,51565.5180505465,26.6,0
4834,0.0101054342,52915.3953212988,27.1,0
4835,0.1925550782,17335.7195595675,20.7,0
4836,0.2231284644,57668.6567309105,20.38,0
4837,0.0013321557,16879.6795039218,19.4,0
4838,0.3503926411,94339.5846630473,19.4,1
4839,0.1108038821,36492.7000388209,21.9,1
4840,0.0160160338,58239.1632050946,26.1,0
4841,0.0888290416,81597.906613292,22.38,0
4842,0.1123453177,36492.700042256,21.87,1
4843,0.3094246986,80359.470186647,19.67,0
4844,0.2538370294,45569.5134445854,20.1,0
4845,0.1594244681,59807.9242130713,21.11,1
4846,0.0802703167,41521.1596035491,22.6,0
4847,0.0058150704,29790.6851906583,28.3,0
4848,0.1108038821,106917.2189876905,21.9,1
4849,0.1010543415,48158.3409876385,22.1,0
4850,0.0667659413,79428.2917201992,23.0,0
4851,0.0121494041,24629.9721482812,26.7,0
4852,0.0066765941,33733.6643362383,28.0,0
4853,0.040230458,73853.2753915478,24.1,0
4854,0.0081386988,21664.7023746315,27.57,0
4855,0.0411675457,41272.3489400071,24.05,0
4856,0.6061149227,32951.5164894218,18.21,1
4857,0.02658,58634.5601504657,25.0,0
4858,0.1058168859,48182.8006153523,22.0,0
4859,0.0732073989,21564.3384494609,22.8,0
4860,0.0160160338,46243.2813106968,26.1,0
4861,0.1708263953,72232.2198027608,20.96,1
4862,0.9920989194,26439.8863220646,17.14,0
4863,0.1058168859,26439.8863220646,22.0,1
4864,0.634680239,113893.0746530353,18.11,0
4865,0.1198270801,69485.8771277892,21.73,1
4866,0.1838886721,30840.8670445417,20.8,0
4867,0.2538370294,92251.4199951499,20.1,0
4868,0.0133215567,101319.1594295029,26.5,0
4869,0.040978398,78076.5505977316,24.06,0
4870,0.0253837029,29964.9962768779,25.1,0
4871,0.0088014652,36052.1853642821,27.4,0
4872,0.0060891262,57899.5489148188,28.2,0
4873,0.0334622374,60713.6042374146,24.5,0
4874,0.0034718022,21809.3277273151,29.42,0
4875,0.0384197891,48415.6175528297,24.2,0
4876,0.160160338,47171.7015433672,21.1,0
4877,0.0121494041,81910.8440001338,26.7,0
4878,0.0555334912,53153.6689397502,23.4,0
4879,0.0121494041,37145.892862363,26.7,0
4880,0.0667659413,66591.2741090465,23.0,0
4881,0.0152249185,71320.0436802511,26.21,0
4882,0.0732073989,36439.4382970511,22.8,0
4883,0.02658,69273.0121114746,25.0,0
4884,0.3346223745,25293.7375986925,19.5,0
4885,0.0146067964,55587.0204039503,26.3,0
4886,0.3931470096,76205.3104538237,19.15,1
4887,0.0194336768,29553.619305536,25.68,0
4888,0.3408434689,68951.281877806,19.46,1
4889,1.3694777373,76409.1502589282,16.44,1
4890,0.2670268771,49660.2859768157,19.99,1
4891,0.1677084622,32264.467693516,21.0,0
4892,0.2515098375,33970.8404987058,20.12,0
4893,0.0766575574,68027.5287112064,22.7,0
4894,0.0055533491,41143.4874223128,28.4,0
4895,0.0160160338,25462.4450929775,26.1,0
4896,0.0201629919,11517.4344514899,25.6,0
4897,0.0211132445,58937.8157382686,25.5,0
4898,0.0305179233,52783.1352749315,24.7,0
4899,0.1332155667,38694.031530718,21.5,0
4900,0.2914439045,69863.142956585,19.8,0
4901,0.0715409951,33495.1177159472,22.85,0
4902,0.0152951935,60547.5325364587,26.2,0
4903,0.1847374636,74981.5023302017,20.79,0
4904,0.0766575574,24194.9655161018,22.7,0
4905,0.0242412481,48824.0281841188,25.2,0
4906,0.0242412481,23924.8933795077,25.2,0
4907,0.0608912622,71353.0980767477,23.2,0
4908,0.0732073989,43872.5402273866,22.8,0
4909,0.0384197891,70116.5355214792,24.2,0
4910,0.0219055911,45734.7803575568,25.42,0
4911,0.1756123185,8331.290005302,20.9,0
4912,0.0291443905,34549.7155673707,24.8,0
4913,0.6089126221,105079.194012681,18.2,0
4914,0.1332155667,74625.8312742534,21.5,0
4915,0.1214940408,43615.44590026,21.7,0
4916,0.1214940408,64256.4871566052,21.7,0
4917,0.0053034072,41647.7765187727,28.5,0
4918,0.1925550782,64278.074521292,20.7,0
4919,0.2538370294,83852.2988828078,20.1,1
4920,0.0121494041,18001.7915104993,26.7,0
4921,0.0305179233,24063.4575534102,24.7,0
4922,0.5553349116,101538.2618209091,18.4,0
4923,0.0125474356,10841.7494616852,26.63,0
4924,0.0288771931,30135.2229472194,24.82,0
4925,0.0322518756,55520.1361392797,24.58,0
4926,0.586887658,105079.1940874829,18.28,0
4927,0.2210828104,61041.7832655042,20.4,1
4928,0.4949427609,78364.4475753256,18.65,0
4929,0.022108281,22694.2866730723,25.4,0
4930,0.0608912622,93391.6103458456,23.2,0
4931,0.058150704,53176.4385177622,23.3,0
4932,0.3503926411,72332.5260356399,19.4,0
4933,0.0437074004,68094.3671480178,23.92,0
4934,0.0479242116,30976.8090440529,23.72,0
4935,0.2670268771,77253.8547174541,19.99,0
4936,0.1010543415,32896.409847659,22.1,0
4937,0.0031956189,128895.0466029872,29.6,0
4938,0.0350392641,38973.5950376866,24.4,0
4939,0.0133215567,32788.8295205677,26.5,0
4940,0.1010543415,6499.4986661787,22.1,0
4941,0.2111324448,35622.116847953,20.5,1
4942,0.0291443905,59370.9230480947,24.8,0
4943,0.0530340723,94022.6135231707,23.5,0
4944,0.2111324448,57775.8768659705,20.5,0
4945,0.0231502122,63311.3474846598,25.3,0
4946,0.2658,46456.54793888,20.0,1
4947,0.008405334,49551.3672773432,27.5,0
4948,0.0880146521,32711.9966316258,22.4,0
4949,0.0253837029,59514.3097257575,25.1,0
4950,0.035200998,23123.7109671077,24.39,0
4951,0.0384197891,27492.3968032234,24.2,0
4952,0.2658,14849.0090400659,20.0,0
4953,0.0305179233,40757.4663183418,24.7,0
4954,0.0020162992,60781.6102117532,25.1,0
4955,0.0253837029,30636.0675802558,25.1,0
4956,0.0244655496,56778.8197627919,25.18,0
4957,0.1058168859,26096.7686027451,22.0,0
4958,0.7665755735,56188.9086176621,17.7,1
4959,0.6089126221,66958.4787629454,18.2,1
4960,0.229379698,73140.2702941756,20.32,0
4961,0.0702352248,14406.9411083583,22.89,0
4962,0.1283970296,36802.9228504763,21.58,1
4963,0.0384197891,27235.9771907432,24.2,0
4964,0.0160160338,34783.1363589104,26.1,0
4965,0.8027031673,121352.8041382079,17.6,0
4966,0.0253837029,49838.8236411265,25.1,0
4967,0.229379698,73140.2702950615,20.32,0
4968,0.3210369174,58648.6824896596,19.59,0
4969,0.0880146521,53077.5616754898,22.4,0
4970,0.0167708462,55563.4010819074,26.0,0
4971,0.1460679643,52718.8745015456,21.3,0
4972,0.0030517923,41732.4208543513,29.7,0
4973,0.0242412481,43853.8790555438,25.2,0
4974,0.0406027058,33329.1393461905,24.08,0
4975,0.0670741189,24345.9478319208,22.99,0
4976,0.1460679643,11317.716987946,21.3,0
4977,0.1272198785,54966.410362908,21.6,1
4978,0.063760979,29198.4202150239,23.1,0
4979,0.0880146521,61318.8574588577,22.4,0
4980,0.0056827032,32200.4244077238,28.35,0
4981,0.0435065831,69015.6269927309,23.93,0
4982,0.006832112,19159.1709787362,27.95,0
4983,0.0278326768,44270.733200557,24.9,0
4984,0.0139493823,26020.6894971564,26.4,0
4985,0.1332155667,35722.2240440999,21.5,0
4986,0.04411182,55175.6351616048,23.9,0
4987,0.0542693946,76494.8815165796,23.45,0
4988,0.5553349116,71236.8833221922,18.4,0
4989,0.2111324448,36895.6745920145,20.5,1
4990,0.1925550782,32471.7704267882,20.7,1
4991,0.0483676488,48529.6864049498,23.7,0
4992,0.008405334,40470.7824764204,27.5,0
4993,0.0291443905,85728.4482950514,24.8,0
4994,0.1272198785,68008.6865311747,21.6,1
4995,0.0127219879,56146.6683759834,26.6,0
4996,0.1332155667,24868.1533448146,21.5,0
4997,0.2016299194,61776.6490147378,20.6,0
4998,0.2111324448,61776.6490147378,20.5,1
4999,0.1543671822,99984.4484506445,21.18,0
5000,0.0366906138,47579.1787580152,24.3,0
5001,0.5064714588,98189.0775186836,18.6,0
5002,0.1394938229,68103.1582096295,21.4,0
5003,0.0242412481,36996.9191653043,25.2,0
5004,0.0211132445,39593.0016730307,25.5,0
5005,0.0305179233,87467.5581546802,24.7,0
5006,0.0532788665,23393.5716189536,23.49,0
5007,0.3536347843,64736.5850866123,19.38,1
5008,0.1529519353,19944.5006423249,21.2,0
5009,0.1756123185,97142.6684462008,20.9,0
5010,0.0319561887,27562.8781223624,24.6,0
5011,0.1434019235,52992.9337767095,21.34,0
5012,0.1460679643,74469.3503792216,21.3,1
5013,0.0253837029,40249.6799865217,25.1,0
5014,0.0133215567,28474.328170683,26.5,0
5015,0.0527904029,40841.2743316027,23.51,0
5016,0.2914439045,39418.5342512034,19.8,0
5017,0.1970402621,21820.3274525747,20.65,0
5018,0.2210828104,21582.9917412034,20.4,0
5019,0.0192555078,81831.2985914872,25.7,0
5020,0.1272198785,45855.5576112263,21.6,0
5021,0.4411182,49486.4519114264,18.9,0
5022,0.2954982931,63869.7657709339,19.77,0
5023,0.0501828101,50507.4557248236,23.62,0
5024,0.0623096019,54394.4620664147,23.15,0
5025,0.8027031673,42037.6052926987,17.6,0
5026,0.0152951935,28055.7918993367,26.2,0
5027,0.0888290416,56918.9388388864,22.38,0
5028,0.0667659413,36763.8041663222,23.0,0
5029,0.022108281,23124.3926484288,25.4,0
5030,0.0030517923,33587.4605834803,29.7,0
5031,1.2958507267,75402.1741736779,16.56,0
5032,0.2424124811,33165.592190906,20.2,0
5033,0.4836764882,100855.7480691166,18.7,0
5034,0.0242412481,75753.9590456912,25.2,0
5035,0.3080030213,92842.6501560762,19.68,0
5036,0.0253837029,73625.0827260229,25.1,0
5037,0.0201629919,77254.0383705188,25.6,0
5038,0.4023045798,62668.479459672,19.1,0
5039,0.1716148941,65633.0496117818,20.95,0
5040,0.0366906138,43035.8780770715,24.3,0
5041,0.0102460147,49974.772637763,27.07,0
5042,0.0766575574,29549.6751072954,22.7,0
